Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Seattle,Timeseries,2018-02,Metro Median Base Pay,Median Base Pay,61325,
Seattle,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,61278.33333,
Seattle,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,61298.66667,
Seattle,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,61195,
Seattle,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,61007.33333,
Seattle,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,60784,
Seattle,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,60825.33333,
Seattle,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,60711.66667,
Seattle,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,60689.66667,
Seattle,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,60423.33333,
Seattle,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,60628.66667,
Seattle,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,60578.33333,
Seattle,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,60701.33333,
Seattle,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,60516.33333,
Seattle,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,60180.33333,
Seattle,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,59935.33333,
Seattle,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,59824.33333,
Seattle,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,59747.33333,
Seattle,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,59597,
Seattle,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,59112.66667,
Seattle,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,58946,
Seattle,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,58703,
Seattle,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,58463.66667,
Seattle,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,58232,
Seattle,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,58031,
Seattle,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,58014,
Seattle,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,58064,
Seattle,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,58083,
Seattle,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,57979.66667,
Seattle,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,57664.33333,
Seattle,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,57306.66667,
Seattle,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,57149.66667,
Seattle,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,57145.66667,
Seattle,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,57266.66667,
Seattle,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,57392,
Seattle,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,57392.33333,
Seattle,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,57172.33333,
Seattle,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,56915,
Seattle,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,56696,
Seattle,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,56635.33333,
Seattle,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,56634,
Seattle,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,56618.66667,
Seattle,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,56544,
Seattle,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,56286.66667,
Seattle,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,56259.66667,
Seattle,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,56149.66667,
Seattle,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,55974.33333,
Seattle,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,55513,
San Francisco,Timeseries,2020-01,Metro Median Base Pay,Median Base Pay,74854,
San Francisco,Timeseries,2019-12,Metro Median Base Pay,Median Base Pay,74607.33333,
San Francisco,Timeseries,2019-11,Metro Median Base Pay,Median Base Pay,74369.66667,
San Francisco,Timeseries,2019-10,Metro Median Base Pay,Median Base Pay,74039,
San Francisco,Timeseries,2019-09,Metro Median Base Pay,Median Base Pay,73747,
San Francisco,Timeseries,2019-08,Metro Median Base Pay,Median Base Pay,73183.33333,
San Francisco,Timeseries,2019-07,Metro Median Base Pay,Median Base Pay,73075,
San Francisco,Timeseries,2019-06,Metro Median Base Pay,Median Base Pay,72736.33333,
San Francisco,Timeseries,2019-05,Metro Median Base Pay,Median Base Pay,72800,
San Francisco,Timeseries,2019-04,Metro Median Base Pay,Median Base Pay,72389.33333,
San Francisco,Timeseries,2019-03,Metro Median Base Pay,Median Base Pay,72080.33333,
San Francisco,Timeseries,2019-02,Metro Median Base Pay,Median Base Pay,71774.66667,
San Francisco,Timeseries,2019-01,Metro Median Base Pay,Median Base Pay,72033.66667,
San Francisco,Timeseries,2018-12,Metro Median Base Pay,Median Base Pay,72235.66667,
San Francisco,Timeseries,2018-11,Metro Median Base Pay,Median Base Pay,72386.66667,
San Francisco,Timeseries,2018-10,Metro Median Base Pay,Median Base Pay,71997.66667,
San Francisco,Timeseries,2018-09,Metro Median Base Pay,Median Base Pay,71613,
San Francisco,Timeseries,2018-08,Metro Median Base Pay,Median Base Pay,70920,
San Francisco,Timeseries,2018-07,Metro Median Base Pay,Median Base Pay,70653.66667,
